duration,packet_count,byte_count,src_bytes,dst_bytes,syn_count,failed_connections,label
1.228,185,38454.8,5343.3,33111.5,59,5,Attack
0.676,41,21233.3,15145.6,6087.7,2,0,Normal
1.807,40,20396.0,17099.6,3296.5,3,0,Normal
4.055,56,35778.0,27800.3,7977.7,8,0,Normal
1.717,52,29329.1,25959.1,3370.0,4,1,Normal
2.06,174,28750.5,7921.0,20829.5,75,3,Attack
0.805,187,45334.8,16785.6,28549.2,62,5,Attack
3.506,45,23895.9,10108.0,13787.9,4,0,Normal
0.586,196,30627.2,2305.5,28321.8,71,7,Attack
3.918,45,21018.2,16496.2,4521.9,2,0,Normal
4.574,44,23146.8,15721.6,7425.2,2,0,Normal
2.684,38,15589.8,9720.4,5869.4,1,1,Normal
0.46,184,59446.7,15444.7,44002.1,56,1,Attack
1.282,183,45612.7,10465.6,35147.1,65,3,Attack
1.718,51,19825.8,7802.9,12022.9,1,0,Normal
0.637,36,14704.9,6738.4,7966.6,4,1,Normal
3.986,46,19285.1,10657.2,8628.0,2,0,Normal
0.25,155,54436.4,10105.7,44330.8,49,5,Attack
0.449,196,47269.0,21249.8,26019.2,67,4,Attack
0.337,216,79404.0,7144.5,72259.5,66,2,Attack
0.07,197,51164.7,25228.8,25935.9,82,3,Attack
1.991,40,21333.6,16814.3,4519.3,2,0,Normal
1.864,45,22398.1,12019.1,10379.0,4,1,Normal
5.926,39,19472.9,13241.9,6231.0,2,0,Normal
0.144,49,24522.8,11023.6,13499.2,3,0,Normal
2.655,45,22871.8,8438.6,14433.2,3,0,Normal
3.218,49,25646.1,9120.7,16525.5,3,0,Normal
2.283,43,19465.4,9102.4,10363.0,2,0,Normal
2.843,198,31939.7,11011.4,20928.3,56,3,Attack
0.909,181,21074.4,7803.8,13270.6,57,3,Attack
1.34,210,98797.3,42927.4,55869.8,60,3,Attack
0.195,37,25516.3,15110.6,10405.7,0,1,Normal
0.643,56,32276.5,28289.4,3987.1,3,0,Normal
3.162,56,33117.8,13820.6,19297.2,5,1,Normal
1.237,54,22020.4,12899.9,9120.5,5,0,Normal
0.895,185,27203.8,11851.6,15352.2,71,6,Attack
0.417,42,21040.3,14683.6,6356.7,3,0,Normal
2.331,46,22444.3,18689.4,3755.0,4,0,Normal
0.955,41,21936.9,9690.4,12246.5,4,0,Normal
4.404,43,20134.2,16128.2,4006.0,3,0,Normal
0.933,179,39934.0,9827.7,30106.2,68,3,Attack
3.835,54,31448.0,20066.3,11381.6,5,2,Normal
3.471,45,23636.8,12019.6,11617.1,6,2,Normal
1.728,54,24960.4,13361.6,11598.9,5,0,Normal
1.886,40,19193.2,14144.9,5048.3,2,1,Normal
2.702,48,18582.3,11226.6,7355.6,5,0,Normal
2.07,49,20208.6,9423.5,10785.1,2,1,Normal
6.591,38,21922.8,14945.9,6977.0,1,0,Normal
0.449,48,17267.1,11546.1,5721.0,5,1,Normal
0.152,198,103482.5,48722.3,54760.2,78,5,Attack
1.297,187,53908.0,23662.8,30245.2,59,3,Attack
9.706,46,27577.5,9927.2,17650.3,6,0,Normal
1.276,46,20818.5,17662.8,3155.7,6,1,Normal
4.311,46,20364.4,12493.3,7871.2,3,1,Normal
1.568,203,106153.5,15717.8,90435.7,80,2,Attack
1.033,174,45610.7,15380.9,30229.8,65,2,Attack
4.619,36,19835.0,14502.1,5332.9,3,0,Normal
2.367,54,28183.1,15616.8,12566.3,7,0,Normal
3.637,202,23640.0,3075.4,20564.6,63,5,Attack
6.081,39,22799.4,20464.2,2335.1,3,0,Normal
1.391,191,50231.0,4756.3,45474.7,53,5,Attack
0.906,180,58250.7,13719.2,44531.5,69,1,Attack
2.963,48,28807.8,10097.9,18709.9,2,0,Normal
1.261,48,27873.5,16491.7,11381.9,6,0,Normal
3.207,53,31716.2,13636.1,18080.0,2,0,Normal
1.455,46,23059.3,17566.9,5492.4,3,0,Normal
0.752,184,69593.2,10359.4,59233.8,73,3,Attack
5.869,45,18324.2,9656.4,8667.7,1,1,Normal
2.414,194,7760.0,3714.2,4045.8,61,5,Attack
0.576,194,62461.4,15483.4,46978.0,76,6,Attack
1.74,55,30171.4,16534.8,13636.6,3,1,Normal
2.069,44,25520.7,9139.2,16381.5,2,0,Normal
5.422,36,23359.4,13272.1,10087.3,6,0,Normal
2.315,195,61240.0,8392.8,52847.1,61,4,Attack
1.827,45,24811.3,14815.1,9996.2,6,0,Normal
1.872,41,24955.4,18375.8,6579.6,4,0,Normal
0.173,198,57466.8,20667.1,36799.7,77,4,Attack
2.285,47,21098.9,14556.3,6542.7,7,1,Normal
4.944,52,26639.1,10871.2,15767.9,7,1,Normal
0.727,201,38193.5,5782.9,32410.6,58,7,Attack
4.049,42,23114.6,15114.6,8000.0,5,1,Normal
5.649,43,17182.4,14034.6,3147.8,7,0,Normal
0.868,45,22133.8,9455.5,12678.3,2,0,Normal
1.528,45,18625.1,15269.5,3355.6,3,0,Normal
0.116,45,18794.2,12460.0,6334.2,5,1,Normal
1.316,42,30357.6,20605.5,9752.1,3,1,Normal
1.903,59,37149.9,17802.6,19347.3,0,2,Normal
1.946,39,21437.5,17035.2,4402.2,5,1,Normal
0.849,53,31159.2,25746.7,5412.5,6,0,Normal
6.056,52,26042.8,22269.2,3773.6,6,2,Normal
1.109,51,28507.6,10022.7,18484.9,3,1,Normal
1.708,42,20951.7,7582.6,13369.1,5,1,Normal
0.64,195,79000.1,31301.9,47698.1,73,3,Attack
5.59,38,22285.1,15867.1,6418.0,1,2,Normal
0.223,199,58736.9,22529.5,36207.4,64,4,Attack
2.253,47,26974.3,21263.6,5710.7,6,1,Normal
4.04,44,24130.9,19704.1,4426.8,1,1,Normal
2.082,35,19101.0,9740.8,9360.3,5,0,Normal
5.225,53,21615.1,13947.3,7667.8,4,1,Normal
0.545,180,47219.6,16707.4,30512.2,66,1,Attack
12.243,46,19671.1,14461.0,5210.1,8,1,Normal
2.701,42,21719.1,15881.6,5837.5,2,0,Normal
1.274,40,23381.7,11494.6,11887.1,3,0,Normal
1.378,208,42523.1,16319.0,26204.1,86,3,Attack
1.584,37,21138.6,10580.5,10558.1,3,0,Normal
3.231,45,25362.9,20599.4,4763.5,7,1,Normal
1.13,204,67802.7,29217.7,38585.0,64,3,Attack
1.021,40,23575.0,11204.2,12370.8,3,0,Normal
2.383,42,24855.1,13649.6,11205.5,3,2,Normal
1.247,42,15317.2,6307.7,9009.5,5,0,Normal
2.753,40,21054.4,17560.0,3494.4,2,0,Normal
0.522,170,36703.6,11924.4,24779.2,53,3,Attack
0.533,46,27460.8,19560.5,7900.2,4,0,Normal
4.857,52,27258.9,9856.1,17402.8,4,1,Normal
0.194,173,48708.2,14545.0,34163.2,72,6,Attack
2.573,44,26845.7,22032.1,4813.6,4,0,Normal
0.509,199,17787.4,7080.8,10706.6,69,3,Attack
1.219,43,19827.2,14923.7,4903.5,2,0,Normal
7.564,48,26896.2,18685.4,8210.7,6,0,Normal
1.537,171,32263.1,3231.4,29031.7,64,3,Attack
0.384,207,65733.4,22350.0,43383.4,75,3,Attack
0.774,182,58003.7,23631.9,34371.8,64,3,Attack
4.058,48,17047.6,12683.1,4364.4,0,0,Normal
2.945,43,19500.1,13623.4,5876.7,8,0,Normal
3.46,195,59465.6,21134.3,38331.3,77,2,Attack
0.281,38,23673.0,15419.8,8253.2,6,0,Normal
3.286,41,24848.1,10307.8,14540.3,4,0,Normal
1.42,41,22004.4,12142.8,9861.7,2,0,Normal
1.972,181,54339.8,6883.5,47456.3,61,3,Attack
0.077,193,28248.2,10687.4,17560.8,59,2,Attack
1.667,46,33224.4,20632.0,12592.4,5,0,Normal
3.061,48,27768.9,16986.4,10782.5,6,0,Normal
1.621,51,23231.2,15907.3,7323.9,4,0,Normal
1.959,51,24632.7,11441.7,13190.9,4,0,Normal
0.717,172,68803.1,21639.3,47163.7,51,2,Attack
1.368,186,41213.5,2646.1,38567.4,65,5,Attack
1.517,189,35822.1,16907.8,18914.2,64,2,Attack
0.442,187,7480.0,787.5,6692.5,65,3,Attack
1.651,47,17740.7,8848.8,8891.9,5,0,Normal
1.382,201,54782.9,15359.0,39424.0,76,0,Attack
3.201,48,22861.6,17977.7,4884.0,6,0,Normal
3.317,53,25876.6,9936.8,15939.8,7,0,Normal
5.543,58,28996.4,11661.6,17334.8,5,0,Normal
2.862,188,44700.6,10747.0,33953.6,59,4,Attack
1.317,50,31441.4,19735.8,11705.5,5,0,Normal
2.286,38,20781.0,9100.5,11680.5,3,0,Normal
1.763,193,17137.6,1149.2,15988.3,81,6,Attack
5.961,40,19010.6,12415.2,6595.3,2,2,Normal
0.845,172,41572.9,17204.8,24368.0,58,4,Attack
1.514,42,27390.7,15949.4,11441.3,4,0,Normal
1.145,188,30780.8,4958.0,25822.7,63,2,Attack
8.008,47,28794.9,25712.7,3082.3,1,0,Normal
1.58,196,44518.5,20298.5,24220.0,71,3,Attack
2.606,44,26878.1,20917.5,5960.6,0,0,Normal
0.36,198,39048.5,14458.9,24589.6,63,4,Attack
2.402,190,68765.1,3813.0,64952.1,64,4,Attack
7.071,37,19347.9,12432.4,6915.5,4,1,Normal
0.939,181,20438.3,1665.8,18772.5,69,4,Attack
2.366,55,28926.3,20958.0,7968.3,4,0,Normal
6.16,43,26021.8,10811.6,15210.2,5,0,Normal
0.454,205,37901.3,2354.0,35547.3,78,6,Attack
5.188,41,16064.5,8609.7,7454.8,4,0,Normal
1.695,66,39887.9,16409.5,23478.5,4,0,Normal
1.264,180,55693.9,5047.8,50646.1,57,4,Attack
1.53,55,28632.5,11603.3,17029.2,3,0,Normal
1.347,165,37393.1,5002.9,32390.2,60,3,Attack
0.659,181,36346.6,15439.1,20907.5,56,3,Attack
2.637,52,26209.4,18315.2,7894.2,5,2,Normal
1.761,50,20050.1,7155.8,12894.3,9,1,Normal
3.196,52,28860.1,20297.6,8562.5,2,0,Normal
1.251,57,31595.3,26471.0,5124.4,2,1,Normal
0.43,205,12915.2,2648.0,10267.2,68,2,Attack
3.149,48,31915.3,26208.9,5706.4,5,0,Normal
0.709,206,61233.9,5894.6,55339.3,67,2,Attack
0.489,196,61617.0,8182.4,53434.7,74,2,Attack
0.502,42,24247.9,17953.7,6294.2,2,0,Normal
0.078,190,52813.4,22507.5,30306.0,75,5,Attack
7.133,41,25253.3,9212.1,16041.2,5,0,Normal
0.43,188,35545.4,16194.1,19351.3,55,4,Attack
0.058,174,33778.6,15124.3,18654.3,65,3,Attack
0.259,45,23192.8,15551.5,7641.3,4,1,Normal
1.4,219,54566.5,6747.7,47818.9,73,3,Attack
0.125,200,75974.6,24073.7,51900.9,63,0,Attack
0.673,171,28736.4,8378.1,20358.3,57,0,Attack
2.025,201,81827.3,40033.7,41793.6,60,4,Attack
4.189,202,57744.3,4408.5,53335.8,72,4,Attack
2.042,52,19934.4,8386.3,11548.1,4,0,Normal
0.694,181,74177.1,24193.8,49983.3,69,3,Attack
2.631,41,19131.7,12229.5,6902.2,3,0,Normal
4.203,41,21432.0,19007.4,2424.6,4,0,Normal
1.448,44,22003.4,19229.7,2773.7,1,0,Normal
3.689,47,19385.1,13066.3,6318.8,2,0,Normal
3.763,172,47906.3,22021.5,25884.8,58,6,Attack
0.961,49,29394.0,25691.3,3702.7,1,0,Normal
1.13,36,20839.8,13042.6,7797.3,2,0,Normal
7.559,51,23973.9,12767.1,11206.8,5,0,Normal
0.183,207,69814.5,10539.2,59275.4,67,3,Attack
0.162,177,61813.9,26141.6,35672.3,65,6,Attack
0.973,55,19106.7,11719.8,7387.0,5,0,Normal
5.502,48,28059.3,10697.0,17362.2,0,0,Normal
0.87,171,60963.1,11350.9,49612.2,59,8,Attack
1.174,182,23475.6,3091.5,20384.1,74,4,Attack
1.156,50,26086.8,15602.2,10484.6,4,0,Normal
2.027,176,42468.1,19846.9,22621.1,56,2,Attack
0.669,193,68988.6,14762.8,54225.7,66,1,Attack
0.326,58,29464.3,20837.6,8626.7,4,1,Normal
0.137,200,49117.1,18272.3,30844.8,74,3,Attack
6.198,45,21515.6,15280.7,6234.9,4,1,Normal
4.506,42,19618.5,7122.1,12496.4,5,0,Normal
0.408,49,25222.7,19822.1,5400.7,2,0,Normal
5.059,51,24541.6,10316.5,14225.1,5,0,Normal
0.065,180,31994.1,3811.7,28182.4,52,4,Attack
4.25,47,28224.0,19686.0,8538.0,1,0,Normal
0.199,205,63149.7,25338.5,37811.2,66,4,Attack
3.873,42,19136.9,13709.1,5427.8,2,0,Normal
1.366,190,50900.9,16055.6,34845.3,54,5,Attack
4.616,53,26238.2,14221.0,12017.2,5,1,Normal
1.027,37,18536.5,16525.0,2011.4,2,1,Normal
0.315,200,58179.8,14737.5,43442.3,68,1,Attack
3.17,40,29030.2,16307.7,12722.5,3,0,Normal
3.333,51,25279.9,21731.2,3548.7,3,0,Normal
6.18,62,33575.2,24716.6,8858.6,3,0,Normal
0.725,162,61950.6,23663.9,38286.7,49,2,Attack
1.736,49,21057.7,16274.4,4783.3,6,0,Normal
0.736,195,37332.6,3551.6,33781.0,66,6,Attack
12.842,45,20849.4,9363.6,11485.8,4,1,Normal
0.159,203,8120.0,1677.8,6442.2,80,3,Attack
0.497,187,11417.5,1054.1,10363.4,67,5,Attack
2.634,34,21594.3,13665.8,7928.5,3,2,Normal
5.792,48,30109.9,20042.5,10067.3,5,0,Normal
0.746,185,46066.5,8616.7,37449.8,56,4,Attack
1.053,43,27234.3,23814.4,3419.9,4,1,Normal
2.764,191,60187.4,7839.1,52348.4,68,1,Attack
0.454,176,56071.3,8162.6,47908.7,55,4,Attack
0.352,194,74398.2,19285.0,55113.2,73,2,Attack
3.118,53,28862.1,19576.1,9286.1,3,0,Normal
2.933,55,34923.9,20034.1,14889.8,5,2,Normal
2.101,58,35753.7,18792.5,16961.2,3,0,Normal
2.473,174,6960.0,635.7,6324.3,57,6,Attack
1.147,182,56137.1,11090.2,45046.9,81,2,Attack
5.759,47,26640.1,12734.0,13906.1,2,0,Normal
1.237,182,45034.1,5969.7,39064.4,57,2,Attack
2.984,47,29279.5,18500.6,10778.8,1,0,Normal
2.957,56,25549.6,15431.9,10117.7,4,2,Normal
0.261,171,71857.8,12418.9,59438.9,67,5,Attack
1.15,39,21482.2,11628.9,9853.3,0,0,Normal
1.976,40,26607.0,20961.9,5645.0,2,0,Normal
3.451,192,51172.7,20663.0,30509.7,59,4,Attack
1.345,190,72274.3,23871.7,48402.5,63,3,Attack
4.966,45,17328.7,6615.6,10713.1,5,0,Normal
0.829,49,26437.6,14830.2,11607.3,5,0,Normal
0.088,190,59599.9,4036.4,55563.5,60,2,Attack
3.301,42,25643.7,21374.1,4269.6,3,0,Normal
1.526,192,48276.2,19522.9,28753.3,77,2,Attack
2.738,38,16739.2,14878.0,1861.2,2,2,Normal
1.208,174,57885.1,12004.2,45880.9,54,4,Attack
4.518,41,21420.9,19009.1,2411.7,0,0,Normal
3.403,36,16006.7,12850.7,3156.0,4,0,Normal
0.639,181,68146.4,12075.0,56071.4,51,4,Attack
0.668,39,18599.2,16289.0,2310.2,3,0,Normal
4.76,43,23363.5,18536.4,4827.1,2,0,Normal
2.417,44,22176.4,9373.5,12802.9,1,0,Normal
0.262,202,89784.0,29368.9,60415.1,81,5,Attack
3.571,34,18074.9,15334.7,2740.2,3,0,Normal
3.499,46,22967.9,16317.4,6650.5,5,1,Normal
0.528,178,59277.9,20282.9,38995.0,53,3,Attack
7.473,50,27229.6,12186.2,15043.5,1,0,Normal
2.335,48,23066.8,14640.1,8426.7,2,0,Normal
1.973,58,28270.1,10872.4,17397.7,3,2,Normal
1.287,195,23043.0,9397.5,13645.4,63,6,Attack
3.626,50,26759.0,10168.4,16590.6,3,1,Normal
0.407,40,14341.6,6260.7,8080.9,2,0,Normal
2.029,193,52042.3,16937.3,35105.0,63,3,Attack
1.812,33,17054.1,13906.6,3147.4,4,0,Normal
1.437,167,46688.3,17220.3,29468.0,49,3,Attack
0.575,52,24806.6,12540.1,12266.6,2,0,Normal
1.187,49,31269.1,27690.9,3578.2,3,1,Normal
0.695,202,86126.0,41409.4,44716.6,67,5,Attack
0.382,169,87729.0,25893.1,61835.8,65,3,Attack
1.282,203,53697.4,20856.1,32841.3,77,4,Attack
3.289,193,18641.0,4121.8,14519.1,73,4,Attack
0.83,179,37684.3,4872.9,32811.4,55,5,Attack
3.04,50,23357.3,14697.1,8660.2,2,0,Normal
0.656,209,94571.2,36295.7,58275.4,78,4,Attack
0.749,176,35397.7,6136.1,29261.6,76,3,Attack
5.785,46,19279.1,10581.6,8697.5,4,0,Normal
2.212,191,64979.8,26997.8,37982.0,60,3,Attack
1.61,52,16254.3,13010.2,3244.1,9,0,Normal
1.51,175,69510.3,4735.2,64775.1,62,6,Attack
4.763,44,22859.7,14617.9,8241.8,4,0,Normal
0.212,47,20540.9,9356.9,11184.1,7,2,Normal
4.253,46,28902.1,23847.6,5054.5,4,0,Normal
2.679,49,32095.3,21059.9,11035.4,3,2,Normal
2.163,41,20355.2,17351.7,3003.4,5,0,Normal
0.082,208,47191.0,13870.1,33320.9,79,3,Attack
0.6,45,22271.7,9378.5,12893.2,5,1,Normal
0.163,176,42237.0,8210.4,34026.6,54,5,Attack
0.121,195,70142.8,17442.1,52700.7,62,4,Attack
3.59,191,56283.6,17838.3,38445.3,68,4,Attack
3.701,195,54067.1,10821.5,43245.6,66,4,Attack
0.103,192,85169.1,5563.1,79605.9,58,3,Attack
0.867,189,47072.9,9448.9,37624.0,59,4,Attack
0.801,200,37018.9,13870.0,23149.0,83,3,Attack
0.562,196,37243.2,17346.3,19896.9,60,1,Attack
2.476,42,20951.8,14386.8,6565.0,6,1,Normal
1.255,201,76374.7,34534.6,41840.1,74,3,Attack
11.523,37,21413.3,12196.4,9216.9,2,0,Normal
0.529,171,33904.3,14137.3,19767.0,57,6,Attack
1.559,209,32298.4,9284.4,23014.0,68,3,Attack
0.47,197,49432.0,10962.9,38469.0,66,5,Attack
1.518,181,52688.3,16052.3,36636.0,57,6,Attack
0.262,203,54852.5,14923.5,39929.0,64,3,Attack
0.075,185,64702.2,12939.8,51762.4,80,5,Attack
4.88,41,23886.7,15386.5,8500.2,6,1,Normal
2.203,183,56875.7,12090.3,44785.5,76,4,Attack
0.27,179,47788.6,16703.6,31084.9,65,2,Attack
0.668,204,66637.5,13083.5,53554.0,56,4,Attack
0.898,187,54621.8,13585.5,41036.3,71,0,Attack
0.978,34,19216.1,11773.9,7442.2,3,0,Normal
4.521,46,31345.5,24451.7,6893.8,5,0,Normal
2.005,191,44591.6,13162.2,31429.3,67,4,Attack
0.939,178,34018.8,9329.8,24689.0,50,5,Attack
2.555,51,28678.1,20874.2,7803.9,2,0,Normal
0.824,173,16677.8,1471.6,15206.1,58,4,Attack
1.245,161,42228.7,20774.1,21454.6,57,2,Attack
1.454,40,20093.2,16905.5,3187.6,2,0,Normal
3.132,48,27147.7,21674.6,5473.1,1,0,Normal
1.73,35,14127.0,6464.6,7662.4,1,1,Normal
0.689,171,34585.2,2430.7,32154.5,57,6,Attack
0.324,190,38506.7,13877.6,24629.0,54,7,Attack
1.849,174,47812.9,18345.5,29467.5,67,5,Attack
0.705,176,44843.3,19183.4,25659.9,60,3,Attack
1.197,208,77933.7,36905.1,41028.6,75,5,Attack
0.02,179,44791.4,18015.0,26776.4,59,2,Attack
1.017,192,29955.0,11367.7,18587.3,78,2,Attack
0.345,204,72850.9,31974.8,40876.1,68,4,Attack
0.199,206,38115.3,10946.9,27168.4,80,6,Attack
1.817,181,73980.1,18088.5,55891.6,67,5,Attack
0.65,195,26310.2,7383.2,18927.0,77,3,Attack
0.057,202,46488.9,3140.1,43348.8,70,4,Attack
1.341,193,51119.2,19810.8,31308.4,71,4,Attack
1.178,209,52754.0,13484.5,39269.5,81,5,Attack
2.688,156,47442.4,9924.4,37518.0,46,5,Attack
5.397,39,23480.9,20422.5,3058.4,3,0,Normal
4.46,42,20874.1,9565.0,11309.1,5,0,Normal
4.008,55,36556.5,24858.4,11698.1,4,0,Normal
2.316,183,49376.2,9389.8,39986.3,68,3,Attack
2.01,51,27216.2,10945.9,16270.2,3,0,Normal
4.727,50,25351.5,21602.0,3749.4,4,1,Normal
1.563,47,21523.7,18563.0,2960.7,4,0,Normal
5.716,42,26676.2,13999.0,12677.2,2,0,Normal
0.797,184,39976.9,6024.3,33952.6,66,2,Attack
0.875,189,43419.8,11429.4,31990.4,56,3,Attack
0.466,44,22242.1,8423.5,13818.6,6,0,Normal
1.597,42,24758.1,16623.0,8135.1,2,0,Normal
3.014,40,22602.9,8703.9,13899.0,5,0,Normal
1.527,63,35614.7,21453.0,14161.7,5,0,Normal
5.324,43,18871.3,9663.2,9208.0,4,0,Normal
0.125,189,43725.0,8956.9,34768.1,71,1,Attack
1.475,44,28252.6,23900.3,4352.2,2,0,Normal
0.569,206,53951.2,5567.5,48383.7,69,3,Attack
0.224,183,48240.4,19494.0,28746.4,69,3,Attack
2.432,42,22602.3,10609.0,11993.3,2,0,Normal
1.058,195,81171.8,34311.3,46860.5,75,3,Attack
1.829,46,26713.3,18073.7,8639.5,3,0,Normal
1.662,41,21211.3,8184.4,13026.9,5,2,Normal
2.012,52,26807.3,17616.8,9190.5,7,1,Normal
0.967,186,63346.7,9710.0,53636.7,56,3,Attack
2.862,43,22128.3,12933.9,9194.5,2,1,Normal
4.722,41,17800.6,8579.2,9221.4,2,0,Normal
1.175,192,49250.6,4745.8,44504.8,70,6,Attack
0.313,188,49947.8,17553.6,32394.1,78,3,Attack
0.309,177,39576.0,17007.2,22568.8,65,3,Attack
5.027,36,19140.1,11168.4,7971.7,4,0,Normal
0.343,180,30544.8,9250.7,21294.1,65,2,Attack
2.764,46,20300.4,7721.8,12578.7,6,0,Normal
0.157,42,22172.4,14855.3,7317.0,5,0,Normal
0.924,47,29895.2,22057.9,7837.4,3,0,Normal
0.95,50,22082.5,12331.2,9751.3,3,0,Normal
4.658,38,15840.4,12574.9,3265.5,3,0,Normal
2.587,55,28738.9,15067.0,13672.0,4,0,Normal
2.302,59,28407.6,18932.9,9474.7,6,0,Normal
2.212,193,70835.7,4663.0,66172.7,70,1,Attack
0.394,195,18555.3,3382.8,15172.6,75,5,Attack
0.293,49,26425.3,21005.8,5419.5,3,0,Normal
0.11,205,62657.2,14140.6,48516.6,62,2,Attack
4.38,41,22903.0,20469.9,2433.1,4,0,Normal
0.936,182,37903.5,3569.0,34334.5,57,1,Attack
4.342,44,20024.2,14635.8,5388.4,5,0,Normal
1.729,172,50941.0,22906.7,28034.4,57,4,Attack
0.857,46,27032.1,10273.6,16758.5,6,0,Normal
1.011,199,53436.8,21093.6,32343.2,65,0,Attack
1.81,45,26436.0,15105.0,11331.0,3,1,Normal
3.303,42,27612.8,22725.7,4887.1,3,0,Normal
2.49,52,28094.1,15284.5,12809.7,3,0,Normal
1.298,43,24075.3,8614.6,15460.7,1,0,Normal
0.187,184,66017.2,11994.5,54022.7,65,2,Attack
1.862,186,52305.4,17965.2,34340.1,57,1,Attack
5.913,47,7936.9,5041.9,2895.0,7,0,Normal
2.387,51,39493.8,20950.2,18543.6,3,1,Normal
1.62,55,29055.2,12444.7,16610.5,3,1,Normal
2.695,30,19548.8,14419.7,5129.1,3,0,Normal
1.562,43,20152.8,16700.9,3451.9,2,0,Normal
0.514,56,30128.5,13352.7,16775.8,7,0,Normal
1.369,48,20353.9,15175.6,5178.2,7,0,Normal
2.813,41,24167.3,13496.6,10670.7,3,2,Normal
3.736,48,27021.4,17967.7,9053.7,2,0,Normal
1.861,45,26652.2,17874.5,8777.7,2,1,Normal
0.799,51,22290.2,18802.3,3487.8,6,0,Normal
5.217,45,20266.8,9212.3,11054.5,5,2,Normal
0.408,180,52416.0,11585.0,40831.0,54,2,Attack
1.153,209,49321.4,16930.3,32391.0,67,0,Attack
1.847,50,24667.5,16296.9,8370.6,5,0,Normal
0.614,39,21608.2,13505.9,8102.3,3,0,Normal
5.665,44,24938.6,14962.0,9976.6,3,0,Normal
2.79,198,63647.1,30494.1,33153.1,85,6,Attack
2.523,58,26990.5,21115.2,5875.3,5,0,Normal
3.937,47,27761.6,14680.4,13081.2,3,0,Normal
2.508,185,16793.5,5110.6,11682.9,65,4,Attack
3.986,41,17478.8,13922.2,3556.7,2,1,Normal
2.85,45,22153.8,12646.8,9507.0,5,1,Normal
1.86,221,56958.5,18395.6,38562.9,88,4,Attack
0.228,46,25615.5,17501.0,8114.6,5,0,Normal
1.128,44,23324.5,13814.6,9509.9,6,0,Normal
1.407,166,71512.2,22135.1,49377.1,50,2,Attack
4.407,40,24423.4,16180.6,8242.8,4,0,Normal
1.298,190,55126.8,19408.6,35718.2,67,1,Attack
1.819,53,29168.4,26078.9,3089.5,6,0,Normal
2.169,197,55955.4,5478.2,50477.3,72,4,Attack
1.633,38,19034.4,7859.6,11174.8,4,0,Normal
0.499,47,20840.2,11620.7,9219.5,3,1,Normal
1.083,57,23800.1,11241.8,12558.2,2,0,Normal
3.509,43,31201.9,27324.7,3877.2,3,1,Normal
2.522,46,30138.5,19463.9,10674.6,4,1,Normal
6.058,42,18193.6,11535.0,6658.6,5,1,Normal
1.064,59,18980.3,7027.8,11952.4,5,2,Normal
0.665,41,21070.1,11773.4,9296.6,0,0,Normal
1.337,46,26729.1,15614.9,11114.2,4,1,Normal
1.963,47,24861.0,21488.9,3372.1,4,0,Normal
2.231,40,20658.9,7270.2,13388.7,4,0,Normal
0.495,50,23683.2,12637.8,11045.4,7,0,Normal
1.22,196,70367.2,20826.4,49540.8,68,3,Attack
3.265,40,14913.1,5815.0,9098.1,3,1,Normal
1.014,175,78843.2,32984.6,45858.6,67,4,Attack
0.844,43,22617.9,12864.5,9753.4,1,0,Normal
0.483,205,75739.0,32622.7,43116.3,69,4,Attack
0.895,42,17416.1,11592.6,5823.5,2,0,Normal
0.049,189,16243.7,6576.2,9667.6,61,1,Attack
1.631,200,62848.3,6360.4,56487.9,71,2,Attack
0.562,198,35758.1,8456.5,27301.7,66,4,Attack
2.088,44,17086.8,6782.0,10304.8,9,1,Normal
1.646,177,42176.0,14868.7,27307.3,48,5,Attack
3.606,47,23301.0,12273.1,11027.9,3,1,Normal
2.093,184,43118.1,16738.2,26379.9,69,5,Attack
0.529,52,25981.3,12428.3,13553.0,4,0,Normal
0.907,45,23369.9,10242.2,13127.6,7,2,Normal
2.901,36,18206.3,13965.0,4241.3,3,1,Normal
4.948,46,21459.6,12886.6,8573.0,3,0,Normal
0.221,179,77688.6,33648.2,44040.4,70,3,Attack
1.343,43,14540.3,12041.6,2498.7,6,0,Normal
0.391,59,33807.5,11929.0,21878.5,5,0,Normal
4.101,45,19064.3,8635.7,10428.6,4,0,Normal
0.206,201,52025.4,2756.0,49269.4,76,5,Attack
0.552,183,52262.3,16713.3,35549.0,70,3,Attack
2.111,187,48794.0,11831.1,36962.9,68,4,Attack
5.308,54,29734.6,19237.0,10497.6,4,2,Normal
0.241,49,27581.1,24811.8,2769.3,6,0,Normal
0.994,191,22271.8,8358.5,13913.3,71,4,Attack
1.505,45,21655.3,11422.1,10233.2,6,0,Normal
4.872,52,23491.1,16851.6,6639.6,4,0,Normal
0.532,182,37957.0,16893.9,21063.1,61,6,Attack
0.291,182,49099.2,7262.7,41836.5,71,1,Attack
0.711,169,36280.9,8598.8,27682.1,56,2,Attack
3.562,32,23205.2,13530.6,9674.6,3,0,Normal
0.736,52,24192.1,17972.0,6220.1,2,0,Normal
0.754,29,12166.9,6087.5,6079.3,2,2,Normal
2.781,47,25281.8,21323.0,3958.9,6,1,Normal
1.65,45,18592.4,9201.7,9390.6,3,0,Normal
1.12,196,7840.0,1724.3,6115.7,69,3,Attack
0.476,186,28986.5,13041.9,15944.6,64,3,Attack
1.247,198,39737.6,19448.3,20289.3,58,4,Attack
